NrFiles,NrLines,NrNonEmptyLines,NrTests,NrRuns,NrDetectedA01,NrDetectedA02,NrDetectedA03,NrDetectedA04,NrDetectedA05,NrDetectedA06,NrDetectedA07,NrDetectedA08,NrDetectedP01,NrDetectedP02,NrDetectedP03,NrDetectedP04,NrDetectedP05,NrDetectedL00,NrDetectedL01,NrDetectedL02,NrDetectedL03,NrDetectedL04,NrDetectedL05,NrDetectedL06,NrDetectedL07,NrDetectedL08,NrDetectedL09,NrDetectedL10,NrDetectedR01,NrDetectedR02,NrReplayWrittenA01,NrReplayWrittenA02,NrReplayWrittenA03,NrReplayWrittenA04,NrReplayWrittenA05,NrReplayWrittenA06,NrReplayWrittenA07,NrReplayWrittenA08,NrReplayWrittenP01,NrReplayWrittenP02,NrReplayWrittenP03,NrReplayWrittenP04,NrReplayWrittenP05,NrReplayWrittenL00,NrReplayWrittenL01,NrReplayWrittenL02,NrReplayWrittenL03,NrReplayWrittenL04,NrReplayWrittenL05,NrReplayWrittenL06,NrReplayWrittenL07,NrReplayWrittenL08,NrReplayWrittenL09,NrReplayWrittenL10,NrReplayWrittenR01,NrReplayWrittenR02,NrReplaySuccessfulA01,NrReplaySuccessfulA02,NrReplaySuccessfulA03,NrReplaySuccessfulA04,NrReplaySuccessfulA05,NrReplaySuccessfulA06,NrReplaySuccessfulA07,NrReplaySuccessfulA08,NrReplaySuccessfulP01,NrReplaySuccessfulP02,NrReplaySuccessfulP03,NrReplaySuccessfulP04,NrReplaySuccessfulP05,NrReplaySuccessfulL00,NrReplaySuccessfulL01,NrReplaySuccessfulL02,NrReplaySuccessfulL03,NrReplaySuccessfulL04,NrReplaySuccessfulL05,NrReplaySuccessfulL06,NrReplaySuccessfulL07,NrReplaySuccessfulL08,NrReplaySuccessfulL09,NrReplaySuccessfulL10,NrReplaySuccessfulR01,NrReplaySuccessfulR02,NrUnexpectedPanicA01,NrUnexpectedPanicA02,NrUnexpectedPanicA03,NrUnexpectedPanicA04,NrUnexpectedPanicA05,NrUnexpectedPanicA06,NrUnexpectedPanicA07,NrUnexpectedPanicA08,NrUnexpectedPanicP01,NrUnexpectedPanicP02,NrUnexpectedPanicP03,NrUnexpectedPanicP04,NrUnexpectedPanicP05,NrUnexpectedPanicL00,NrUnexpectedPanicL01,NrUnexpectedPanicL02,NrUnexpectedPanicL03,NrUnexpectedPanicL04,NrUnexpectedPanicL05,NrUnexpectedPanicL06,NrUnexpectedPanicL07,NrUnexpectedPanicL08,NrUnexpectedPanicL09,NrUnexpectedPanicL10,NrUnexpectedPanicR01,NrUnexpectedPanicR02
103,9783,7889,99,219,2,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
